timestamp;user;age;gender;dashboardExperience;powerBIExperience;confidence;satisfaction;questionId;taskId;correctAnswer;mentalEffort;selectedAnswer;endtime;triggeredAction;selectedValues;filteredValues;NewHiresByRegion.Region<categorical>;NewHiresByRegion.NewHires<numerical>;NewHiresByEthnicity.Ethnicity<categorical>;NewHiresByEthnicity.NewHires<numerical>;NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>;NewHiresAndNewHiresSamePeriodLastYear(SPLY).NewHires<numerical>;NewHiresAndNewHiresSamePeriodLastYear(SPLY).NewHiresSPLY<numerical>;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>;NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>;NewHiresByMonth(Full-Time/Part-Time).NewHires<numerical>;Region.Region<categorical>;Ethnicity.Ethnicity<categorical>;Year.Year<categorical>
1656405162014;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;4;2;Jul 2014;3;Jul 2014;1656405210150;New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Nov, Nov. FPDesc: Full-Time, Part-Time selected;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByRegion.Region<categorical>;0,1,0,1,0,0,0,1,0,1,0,1,0,1;1354;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1055,216,34,25,18,3,3;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;31,34,65,79,86,110,69,138,141,234,290,77;13,20,52,53,45,58,34,57,52,53,85,34;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0;1,0,1,0;11,20,11,23,18,47,27,52,10,76,20,90,14,55,25,113,14,127,32,202,24,266,9,68;0,0,1,0,0,0,0;0,0,0,0,0,0,0;0,0,1,0,0,0,0
1656405170371;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;4;2;Jul 2014;3;Jul 2014;1656405210150;Year (slicer) - Year: 2014 selected;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByRegion.Region<categorical>;0,1,0,1,0,0,0,1,0,1,0,1,0,1;3170;0,0,0,0,0,0,0,0,0,0,0,0,0,0;2277,595,152,63,61,18,4;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;177,237,167,268,292,346,409,365,370,295,204,40;78,164,228,216,230,234,197,300,246,416,267,108;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0;1,0,1,0;16,161,23,214,21,146,19,249,19,273,20,326,18,391,19,346,10,360,9,286,6,198,1,39;0,0,1,0,0,0,0;0,0,0,0,0,0,0;0,0,0,0,1,0,0
1656405179681;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;4;2;Jul 2014;3;Jul 2014;1656405210150;New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Jul, Jul. FPDesc: Full-Time, Part-Time selected;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByRegion.Region<categorical>;0,1,0,1,0,0,0,1,0,1,0,1,0,1;3170;0,0,0,0,0,0,0,0,0,0,0,0,0,0;2277,595,152,63,61,18,4;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;177,237,167,268,292,346,409,365,370,295,204,40;78,164,228,216,230,234,197,300,246,416,267,108;0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0;1,0,1,0;16,161,23,214,21,146,19,249,19,273,20,326,18,391,19,346,10,360,9,286,6,198,1,39;0,0,1,0,0,0,0;0,0,0,0,0,0,0;0,0,0,0,1,0,0
1656405182903;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;4;2;Jul 2014;3;Jul 2014;1656405210150;New Hires and New Hires Same Period Last Year (SPLY) (clusteredColumnChart) - Month: Jul selected;NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,0,0,1,0,1,0,1,0,1;3170;0,0,0,0,0,0,0,0,0,0,0,0,0,0;2277,595,152,63,61,18,4;0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0;177,237,167,268,292,346,409,365,370,295,204,40;78,164,228,216,230,234,197,300,246,416,267,108;0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1;0,0,0,0;18,391;0,0,1,0,0,0,0;0,0,0,0,0,0,0;0,0,0,0,1,0,0
1656405214349;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Root;Year.Year<categorical>;;0,0,0,0,0,0,0,0,0,0,0,0,0,0;2168,1851,2684,1224,2165,2025,1265;0,0,0,0,0,0,0,0,0,0,0,0,0,0;9571,2416,663,430,220,63,19;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;400,588,982,1086,1258,1204,1321,1463,1276,1886,1312,606;225,268,445,420,531,565,477,908,997,1038,1115,418;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;51,349,65,523,71,911,103,983,112,1146,89,1115,88,1233,92,1371,82,1194,139,1747,86,1226,56,550;0,0,0,0,0,0,0;0,0,0,0,0,0,0;0,0,0,1,0,0,0
1656405220140;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Region (slicer) - Region: South selected;Region.Region<categorical>, Year.Year<categorical>;NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;2025;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1257,565,81,75,36,8,3;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;56,75,109,141,172,196,222,231,176,324,234,89;35,58,77,55,83,88,76,153,225,142,132,66;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;5,51,5,70,5,104,9,132,6,166,2,194,8,214,8,223,5,171,11,313,8,226,3,86;0,0,0,0,0,1,0;0,0,0,0,0,0,0;0,0,0,1,0,0,0
1656405233342;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group G selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;2025;0,0,0,0,0,0,0,0,0,0,0,0,0,0;1257,565,81,75,36,8,3;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;56,75,109,141,172,196,222,231,176,324,234,89;35,58,77,55,83,88,76,153,225,142,132,66;0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1;0,1,0,0;2,1;0,0,0,0,0,1,0;0,0,0,0,0,0,1;0,0,0,1,0,0,0
1656405234136;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group F selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;75;0,1,0,1,0,1,0,0,0,1,0,1,0,1;75;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,4,3,6,2,7,5,17,4,12,13,1;1,1,7,1,2,3,6,11,7,5;0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1;0,1,0,0;3,1,1,2,1;0,0,0,0,0,1,0;0,0,0,0,0,1,0;0,0,0,1,0,0,0
1656405234302;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group E selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;75;0,1,0,1,0,1,0,0,0,1,0,1,0,1;75;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,4,3,6,2,7,5,17,4,12,13,1;1,1,7,1,2,3,6,11,7,5;0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1;0,1,0,0;3,1,1,2,1;0,0,0,0,0,1,0;0,0,0,0,1,0,0;0,0,0,1,0,0,0
1656405236428;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;565;0,1,0,0,0,1,0,1,0,1,0,1,0,1;565;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;17,17,29,39,39,54,57,44,49,113,83,24;4,12,14,7,20,19,17,33,61,47,41,22;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,16,17,2,27,2,37,1,38,54,1,56,44,1,48,3,110,2,81,1,23;0,0,0,0,0,1,0;0,1,0,0,0,0,0;0,0,0,1,0,0,0
1656405237325;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group F selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;75;0,1,0,1,0,1,0,0,0,1,0,1,0,1;75;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1,4,3,6,2,7,5,17,4,12,13,1;1,1,7,1,2,3,6,11,7,5;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,4,3,6,2,1,6,5,1,16,4,12,1,12,1;0,0,0,0,0,1,0;0,0,0,0,0,1,0;0,0,0,1,0,0,0
1656405238369;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;565;0,1,0,0,0,1,0,1,0,1,0,1,0,1;565;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;17,17,29,39,39,54,57,44,49,113,83,24;4,12,14,7,20,19,17,33,61,47,41,22;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,16,17,2,27,2,37,1,38,54,1,56,44,1,48,3,110,2,81,1,23;0,0,0,0,0,1,0;0,1,0,0,0,0,0;0,0,0,1,0,0,0
1656405239222;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B, Group C selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;565;0,1,0,0,0,1,0,1,0,1,0,1,0,1;565;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;17,17,29,39,39,54,57,44,49,113,83,24;4,12,14,7,20,19,17,33,61,47,41,22;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,18,21,2,30,4,40,2,44,59,1,67,51,1,55,3,123,2,92,1,29;0,0,0,0,0,1,0;0,1,1,0,0,0,0;0,0,0,1,0,0,0
1656405240713;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B, Group C, Group E selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;646;0,1,0,0,0,0,0,1,0,1,0,1,0,1;565,81;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,21,32,44,46,59,68,51,56,126,94,30;5,13,20,9,22,21,21,42,69,55,50,25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,21,21,2,30,4,41,2,44,60,1,69,52,1,55,3,123,2,92,1,29;0,0,0,0,0,1,0;0,1,1,0,1,0,0;0,0,0,1,0,0,0
1656405241224;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B, Group C, Group E, Group F selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;729;0,1,0,0,0,0,0,0,0,1,0,0,0,1;565,81,75,8;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;23,25,35,51,48,67,75,69,60,138,107,31;6,15,27,10,24,24,22,50,80,62,55,25;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,22,25,2,33,4,47,2,46,1,66,1,74,1,68,1,59,3,135,3,104,1,30;0,0,0,0,0,1,0;0,1,1,0,1,1,0;0,0,0,1,0,0,0
1656405242208;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B, Group C, Group E, Group F, Group D selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;765;0,1,0,0,0,0,0,0,0,0,0,0,0,1;565,81,75,36,8;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;23,25,36,52,51,68,79,74,66,144,115,32;6,15,28,10,26,27,23,54,82,63,59,26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,22,25,2,34,4,48,2,49,1,67,1,78,1,73,2,64,5,139,3,112,1,31;0,0,0,0,0,1,0;0,1,1,1,1,1,0;0,0,0,1,0,0,0
1656405243727;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;6;3;768;2;768;1656405275228;Ethnicity (slicer) - Ethnicity: Group B, Group C, Group D, Group E, Group F, Group G selected;Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>;0,1,0,1,0,1,0,1,0,1,0,0,0,1;768;0,1,0,0,0,0,0,0,0,0,0,0,0,0;565,81,75,36,8,3;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;23,27,36,52,51,68,79,75,66,144,115,32;6,15,28,10,26,27,23,54,83,63,59,26;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,22,27,2,34,4,48,2,49,1,67,1,78,1,74,2,64,5,139,3,112,1,31;0,0,0,0,0,1,0;0,1,1,1,1,1,1;0,0,0,1,0,0,0
1656405278820;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Root;Year.Year<categorical>;;0,0,0,0,0,0,0,0,0,0,0,0,0,0;2168,1851,2684,1224,2165,2025,1265;0,0,0,0,0,0,0,0,0,0,0,0,0,0;9571,2416,663,430,220,63,19;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;400,588,982,1086,1258,1204,1321,1463,1276,1886,1312,606;225,268,445,420,531,565,477,908,997,1038,1115,418;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;51,349,65,523,71,911,103,983,112,1146,89,1115,88,1233,92,1371,82,1194,139,1747,86,1226,56,550;0,0,0,0,0,0,0;0,0,0,0,0,0,0;0,0,0,1,0,0,0
1656405283718;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Ethnicity (slicer) - Ethnicity: Group F selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;63,31,88,41,51,75,81;0,1,0,1,0,1,0,0,0,1,0,1,0,1;430;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;9,18,20,23,39,26,38,77,59,52,50,19;10,11,19,7,8,12,8,20,37,33,42,12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,7,1,17,1,19,2,21,5,34,3,23,3,35,5,72,4,55,2,50,4,46,2,17;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,0,1,0,0,0
1656405287423;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2013, 2012 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;101,55,122,56,66,119,130;0,1,0,1,0,1,0,0,0,1,0,1,0,1;649;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,29,39,30,47,38,46,97,96,85,92,31;10,13,21,9,16,24,18,31,48,45,49,21;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;4,15,3,26,6,33,3,27,5,42,5,33,6,40,8,89,6,90,3,82,7,85,2,29;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,1,1,0,0,0
1656405301566;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Ethnicity (slicer) - deselected;Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;101,55,122,56,66,119,130;0,1,0,1,0,1,0,0,0,1,0,1,0,1;649;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,29,39,30,47,38,46,97,96,85,92,31;10,13,21,9,16,24,18,31,48,45,49,21;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;113,512,123,733,164,1263,196,1310,199,1590,176,1593,146,1652,198,2173,180,2093,246,2678,182,2245,98,926;0,0,0,0,0,0,0;0,0,0,0,0,0,0;0,0,1,1,0,0,0
1656405301829;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Ethnicity (slicer) - Ethnicity: Group F selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;101,55,122,56,66,119,130;0,1,0,1,0,1,0,0,0,1,0,1,0,1;649;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,29,39,30,47,38,46,97,96,85,92,31;10,13,21,9,16,24,18,31,48,45,49,21;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;4,15,3,26,6,33,3,27,5,42,5,33,6,40,8,89,6,90,3,82,7,85,2,29;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,1,1,0,0,0
1656405322803;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - deselected;Ethnicity.Ethnicity<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;257,126,286,136,156,297,258;0,1,0,1,0,1,0,0,0,1,0,1,0,1;1516;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;19,29,39,30,47,38,46,97,96,85,92,31;10,13,21,9,16,24,18,31,48,45,49,21;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;5,34,9,58,12,80,7,79,18,150,12,152,13,120,16,173,13,171,9,162,12,151,7,53;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,0,0,0,0,0
1656405328939;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2012 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;38,24,34,15,15,44,49;0,1,0,1,0,1,0,0,0,1,0,1,0,1;219;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;10,11,19,7,8,12,8,20,37,33,42,12;2,2,2,8,12,10,11,11,12,7,9;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,8,2,9,5,14,1,6,8,2,10,3,5,3,17,2,35,1,32,3,39,12;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,1,0,0,0,0
1656405331925;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2013 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;63,31,88,41,51,75,81;0,1,0,1,0,1,0,0,0,1,0,1,0,1;430;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;9,18,20,23,39,26,38,77,59,52,50,19;10,11,19,7,8,12,8,20,37,33,42,12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,7,1,17,1,19,2,21,5,34,3,23,3,35,5,72,4,55,2,50,4,46,2,17;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,0,1,0,0,0
1656405337951;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2012 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;38,24,34,15,15,44,49;0,1,0,1,0,1,0,0,0,1,0,1,0,1;219;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;10,11,19,7,8,12,8,20,37,33,42,12;2,2,2,8,12,10,11,11,12,7,9;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,8,2,9,5,14,1,6,8,2,10,3,5,3,17,2,35,1,32,3,39,12;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,1,0,0,0,0
1656405339441;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2014 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;38,24,34,15,15,44,49;0,1,0,1,0,1,0,0,0,1,0,1,0,1;219;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;10,11,19,7,8,12,8,20,37,33,42,12;2,2,2,8,12,10,11,11,12,7,9;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,19,5,31,5,46,3,51,9,104,6,108,4,73,4,77,4,73,3,71,3,61,3,17;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,0,0,1,0,0
1656405340202;44536a09-3d11-4917-bba9-2c03aaa9c1e7;30;m;1;0;4;2;3;2;2013;3;2013;1656405351738;Year (slicer) - Year: 2013 selected;Ethnicity.Ethnicity<categorical>, Year.Year<categorical>;NewHiresByEthnicity.Ethnicity<categorical>;0,0,0,0,0,0,0,0,0,0,0,0,0,0;63,31,88,41,51,75,81;0,1,0,1,0,1,0,0,0,1,0,1,0,1;430;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;9,18,20,23,39,26,38,77,59,52,50,19;10,11,19,7,8,12,8,20,37,33,42,12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,7,1,17,1,19,2,21,5,34,3,23,3,35,5,72,4,55,2,50,4,46,2,17;0,0,0,0,0,0,0;0,0,0,0,0,1,0;0,0,0,1,0,0,0
